Person ,age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
352,20,Never,Hetero,Atheist,3,4,5,6,6,4,5,3,1,2,1
353,55,Married,Hetero,Other,3,3,5,5,5,5,2,3,4,3,4
354,18,Never,Asexual,Atheist,2,6,5,5,6,5,4,2,3,1,3
355,20,Never,Hetero,Atheist,1,1,7,7,5,7,3,4,4,4,4
356,16,Never,Hetero,Christian,2,2,5,7,6,7,4,2,1,1,2
357,15,Never,Hetero,Christian,1,3,5,7,6,5,3,3,1,4,1
358,17,Never,Bi,Atheist,3,3,6,4,5,3,2,3,2,2,2
359,18,Never,Hetero,Agnostic,2,7,2,7,3,5,3,2,3,2,4
360,22,Never,Hetero,Buddhist,1,4,7,7,5,6,2,4,4,4,4
361,23,Never,Hetero,Christian Other,7,7,7,7,7,1,1,4,4,4,4
362,22,Never,Hetero,Muslim,6,7,3,7,7,5,7,1,1,1,3
363,50,Never,Hetero,Christian,1,1,7,7,6,7,1,4,4,4,4
364,37,Married,Hetero,Atheist,1,5,5,7,5,5,3,1,1,2,2
365,15,Never,Hetero,Christian,7,2,6,6,4,6,3,4,1,1,1
366,54,Married,Hetero,Jewish,5,6,5,2,5,2,5,2,1,2,1
367,19,Never,Hetero,Christian Other,1,1,5,6,7,3,6,1,1,1,1
368,53,Never,Hetero,Agnostic,1,5,3,7,4,6,5,2,2,3,2
369,38,Married,Hetero,Protestant,5,3,6,5,7,7,2,2,3,3,2
370,62,Previously,Bi,Protestant,4,3,5,7,7,5,4,4,2,3,2
371,61,Previously,Hetero,Christian Other,6,7,2,3,5,1,6,1,2,2,1
372,15,Never,Hetero,Christian,6,6,5,3,7,4,5,1,1,2,2
373,25,Never,Hetero,Agnostic,6,3,7,1,5,6,2,1,1,2,2
374,35,Married,Hetero,Protestant,6,5,6,3,7,2,2,2,1,3,3
375,18,Never,Bi,Other,1,4,5,5,3,5,1,2,3,2,3
376,35,Married,Hetero,Christian Other,6,7,6,5,5,1,5,1,1,1,2
377,16,Never,New Types,Christian Other,4,4,6,5,7,5,4,2,3,2,3
378,21,Never,Bi,Buddhist,6,7,5,3,3,1,3,4,2,3,3
379,21,Never,Hetero,Protestant,6,6,2,5,7,6,5,3,2,2,3
380,15,Never,Bi,Atheist,3,6,2,6,2,4,3,3,3,4,4
381,13,Never,Bi,Atheist,2,4,7,5,5,5,2,4,1,1,3
382,19,Never,Asexual,Atheist,1,5,4,7,2,3,4,2,3,3,4
383,16,Never,Hetero,Protestant,5,6,1,6,1,2,7,2,1,1,2
384,17,Never,Bi,Agnostic,3,2,7,5,6,7,2,2,3,3,4
385,16,Never,Bi,Atheist,6,4,2,1,2,7,2,4,4,1,4
386,33,Never,Hetero,Other,5,5,5,5,7,7,5,2,1,2,2
387,20,Never,Hetero,Muslim,2,3,7,7,1,6,1,2,1,1,1
388,22,Never,Hetero,Agnostic,3,3,6,5,7,4,1,1,3,2,3
389,21,Never,Hetero,Agnostic,7,4,5,3,7,5,1,2,4,2,4
390,16,Never,Bi,Agnostic,7,5,7,2,6,6,7,3,2,4,2
391,35,Previously,Hetero,Agnostic,1,5,7,7,2,5,3,4,3,3,4
392,21,Never,Hetero,Christian,3,5,6,7,1,3,1,3,4,2,2
393,25,Never,New Types,Christian Other,4,6,6,6,7,1,6,3,2,4,3
394,30,Never,Homo,Atheist,5,5,3,3,1,5,1,1,3,4,4
395,14,Never,Bi,Mormon,5,7,5,7,3,4,3,4,2,2,2
396,35,Never,Hetero,Agnostic,3,3,2,5,6,6,5,1,1,2,2
397,25,Never,Hetero,Atheist,5,3,4,6,6,6,2,1,3,3,4
398,16,Never,Hetero,Other,6,2,7,6,5,5,1,3,2,2,3
399,46,Never,Asexual,Atheist,2,7,7,1,1,7,1,4,4,4,4
400,27,Previously,Bi,Christian Other,5,5,4,4,5,5,5,3,3,4,3
401,41,Previously,Bi,Christian Other,3,6,7,2,3,6,1,2,4,3,4
402,14,Never,Hetero,Atheist,1,6,6,6,5,3,6,1,1,2,1
403,16,Never,Hetero,Agnostic,3,4,1,3,1,5,2,2,4,1,4
404,30,Never,Hetero,Christian Other,6,2,7,3,6,5,5,4,3,3,4
405,16,Never,Asexual,Agnostic,1,5,7,7,1,3,2,3,3,4,4
406,23,Never,Bi,Other,7,2,7,2,5,7,2,4,2,3,3
407,21,Never,Hetero,Muslim,7,6,3,3,7,6,6,2,1,1,1
408,13,Never,Hetero,Atheist,1,6,7,7,4,4,1,4,4,4,4
409,20,Never,Hetero,Agnostic,4,4,5,4,5,6,2,3,2,3,3
410,54,Married,Hetero,Agnostic,6,7,1,2,7,3,7,1,1,2,1
411,25,Never,Hetero,Atheist,1,5,5,6,4,5,2,2,3,3,3
412,37,Never,Hetero,Agnostic,6,5,7,2,7,6,6,3,2,4,3
413,25,Never,Hetero,Atheist,2,5,2,7,1,2,6,3,2,2,3
414,25,Never,Hetero,Christian Other,5,5,6,4,5,4,3,3,3,3,3
415,17,Never,Hetero,Agnostic,3,5,6,7,6,6,4,1,2,3,2
416,18,Never,Hetero,Agnostic,5,3,2,5,3,5,5,2,2,1,2
417,14,Never,Homo,Atheist,1,3,6,7,4,5,2,2,1,3,2
418,18,Never,Hetero,Christian,7,5,6,4,5,4,4,3,1,3,3
419,17,Never,Bi,Atheist,2,7,5,6,6,5,2,3,2,2,2
420,21,Never,Hetero,Agnostic,1,4,6,7,3,4,4,3,3,4,4
421,53,Previously,Bi,Atheist,5,5,5,5,7,5,3,2,3,1,4
422,19,Never,Hetero,Atheist,1,2,7,7,2,3,6,1,2,2,3
423,21,Never,Asexual,Other,1,6,7,7,4,3,6,4,2,4,3
424,22,Never,Asexual,Christian,2,7,5,7,7,5,7,3,4,3,4
425,26,Never,Hetero,Atheist,7,6,3,3,2,3,7,1,2,2,1
426,32,Never,Hetero,Agnostic,3,4,5,5,3,5,2,1,1,2,3
427,18,Never,Bi,Agnostic,2,7,5,5,6,3,2,4,4,4,4
428,33,Married,Hetero,Atheist,3,5,5,5,3,5,3,2,3,3,3
429,40,Previously,Bi,Other,6,1,6,1,5,6,2,2,1,3,2
430,22,Never,Bi,Christian,1,3,6,7,5,7,2,3,2,3,4
431,20,Never,Homo,Muslim,5,6,5,3,7,3,3,2,1,2,1
432,24,Never,Hetero,Muslim,4,4,2,5,4,3,5,2,1,1,2
433,36,Previously,Hetero,Agnostic,4,5,5,3,2,2,3,1,1,2,2
434,16,Never,Asexual,Protestant,3,3,5,5,4,5,4,3,2,3,3
435,16,Never,Bi,Atheist,2,6,7,4,3,3,1,2,4,4,4
436,14,Never,Bi,Protestant,6,6,6,1,3,4,1,2,2,2,1
437,20,Never,Hetero,Muslim,6,6,6,6,7,7,4,2,4,1,3
438,47,Married,Hetero,Christian Other,5,3,5,4,4,6,3,1,1,2,2
439,45,Married,Hetero,Christian,7,7,4,1,7,1,7,2,1,2,1
440,41,Married,Hetero,Hindu,6,5,5,6,6,1,6,2,2,1,2
441,15,Never,Hetero,Christian,1,5,7,5,1,3,7,3,2,4,2
442,21,Never,New Types,Christian,2,4,6,6,2,5,2,2,4,3,4
443,18,Never,Bi,Agnostic,6,2,6,2,7,2,1,2,2,3,3
444,15,Never,Homo,Hindu,7,1,5,1,6,5,1,3,1,1,2
445,43,Previously,Hetero,Christian Other,1,7,7,6,6,1,1,4,2,4,3
446,59,Married,Hetero,Protestant,6,7,4,4,6,3,3,3,4,4,4
447,55,Never,Hetero,Christian Other,3,6,6,5,3,3,3,4,1,1,2
448,16,Never,Hetero,Atheist,7,7,3,4,6,6,5,2,1,2,1
449,52,Married,Hetero,Protestant,6,7,5,4,5,3,5,2,1,2,2
450,16,Never,Hetero,Christian,2,5,6,7,6,4,5,3,2,3,2
451,46,Never,Hetero,Atheist,2,5,3,5,6,2,2,1,2,3,4
452,13,Never,Bi,Atheist,6,6,7,6,5,5,4,3,3,3,3
453,58,Married,New Types,Christian,7,6,1,4,6,4,6,1,1,1,1
454,15,Never,Bi,Atheist,5,3,7,5,7,5,1,4,2,4,3
455,28,Never,Hetero,Christian Other,2,3,1,7,4,4,4,1,3,2,4
456,15,Never,Bi,Atheist,1,5,7,7,5,6,4,1,2,3,2
457,19,Never,Hetero,Christian Other,1,5,6,6,6,6,4,3,2,3,3
458,24,Never,Hetero,Atheist,2,4,3,6,3,4,4,1,3,1,4
459,15,Never,New Types,Muslim,3,6,7,2,5,5,3,4,4,4,4
460,26,Married,Hetero,Christian Other,1,7,6,5,7,1,1,4,4,4,4
461,15,Never,Bi,Atheist,4,2,4,6,5,6,4,3,1,2,1
462,19,Never,Hetero,Protestant,5,7,6,6,2,5,3,2,4,3,4
463,20,Never,Hetero,Agnostic,5,7,5,7,7,7,4,1,1,3,3
464,29,Never,Hetero,Hindu,5,5,5,5,6,5,5,2,1,2,2
465,23,Never,Hetero,Agnostic,5,5,5,3,6,3,3,2,2,4,2
466,21,Never,Hetero,Protestant,1,2,5,7,3,7,3,4,3,3,3
467,35,Married,Hetero,Hindu,6,6,5,5,7,2,4,2,2,2,4
468,44,Previously,Hetero,Christian Other,1,6,6,7,7,6,4,2,1,2,1
469,16,Never,Hetero,Christian,3,2,7,6,5,4,1,4,3,4,3
470,13,Never,New Types,Christian,1,2,6,6,6,6,2,3,2,4,2
471,58,Married,Hetero,Atheist,7,7,5,1,6,3,3,2,2,1,2
472,16,Never,Bi,Atheist,6,6,7,7,6,5,1,4,3,3,4
473,29,Never,Hetero,Atheist,7,7,4,1,7,1,3,2,1,3,1
474,18,Never,Bi,Christian Other,3,2,7,2,2,7,1,2,2,3,4
475,56,Previously,Hetero,Protestant,1,2,4,7,4,7,2,2,2,2,2
476,37,Never,Hetero,Atheist,7,4,6,7,1,4,1,4,4,4,4
477,18,Never,Hetero,Christian Other,5,6,6,6,6,5,6,1,1,1,2
478,20,Never,Bi,Atheist,1,2,5,5,5,5,2,2,2,3,2
479,17,Never,Hetero,Other,3,2,6,4,6,6,4,3,2,3,3
480,48,Previously,New Types,Other,2,3,2,5,5,6,1,2,2,2,4
481,14,Never,Hetero,Agnostic,5,3,4,4,6,5,1,3,1,3,3
482,37,Second,Hetero,Atheist,2,1,6,6,7,7,1,3,2,4,4
483,17,Never,Asexual,Atheist,2,5,5,6,6,5,6,2,1,3,2
484,25,Never,Asexual,Other,2,5,5,5,5,6,2,3,2,3,3
485,16,Never,Bi,Agnostic,4,3,7,5,4,6,3,4,2,3,3
486,23,Never,Hetero,Christian Other,6,7,3,7,7,1,5,1,2,1,2
487,18,Never,New Types,Atheist,1,6,7,6,4,5,2,4,2,2,4
488,20,Never,Hetero,Agnostic,4,6,5,5,5,2,3,2,3,4,3
489,14,Never,Bi,Agnostic,5,6,7,5,7,7,3,3,4,3,3
490,19,Never,Hetero,Atheist,1,5,2,7,3,2,6,1,1,2,1
491,19,Never,Hetero,Agnostic,3,6,7,6,2,5,1,4,4,4,4
492,16,Never,Bi,Other,6,7,5,7,7,1,1,3,2,1,4
493,22,Never,Bi,Agnostic,5,6,7,6,6,6,3,4,3,2,3
494,17,Never,Homo,Atheist,1,6,7,6,6,6,1,3,3,4,4
495,77,Married,Hetero,Protestant,7,7,4,1,7,5,7,1,1,2,1
496,18,Never,New Types,Other,3,3,6,6,6,3,2,2,1,2,2
497,20,Never,Homo,Agnostic,6,1,6,3,5,7,1,2,2,3,2
498,41,Married,Hetero,Protestant,5,7,5,7,6,1,5,1,1,2,1
499,25,Never,Hetero,Protestant,1,2,5,6,4,5,2,2,3,2,4
500,29,Married,Hetero,Christian,6,5,7,1,6,6,3,2,2,1,3
501,29,Never,Hetero,Atheist,2,2,6,4,3,7,1,1,3,2,4
502,21,Never,Bi,Muslim,5,3,2,4,5,6,5,4,2,2,4
503,20,Never,New Types,Protestant,2,2,5,7,3,6,1,3,2,2,3
504,24,Never,Hetero,Christian Other,5,6,6,2,7,1,1,1,2,1,2
505,27,Never,Hetero,Other,1,5,4,7,3,4,5,2,2,2,2
506,30,Married,Hetero,Protestant,1,3,2,7,5,2,5,3,2,2,2
507,13,Never,Hetero,Christian,6,3,7,2,4,7,3,4,2,2,4
508,18,Never,New Types,Atheist,1,2,2,7,5,3,3,3,4,2,3
509,49,Married,Hetero,Atheist,6,6,7,1,7,1,3,2,1,2,2
510,42,Never,Homo,Christian Other,5,3,3,5,7,5,5,1,1,1,2
511,31,Never,Hetero,Agnostic,3,3,7,3,5,1,2,2,3,4,4
512,17,Never,Hetero,Christian,5,6,6,6,6,6,4,2,2,2,2
513,19,Never,Hetero,Atheist,4,3,6,4,5,3,2,3,2,2,3
514,19,Never,Bi,Atheist,3,5,7,6,6,5,2,1,2,3,2
515,17,Never,Hetero,Protestant,5,6,3,6,5,2,4,1,2,1,2
516,47,Never,Hetero,Protestant,5,5,3,5,5,2,6,2,2,2,2
517,62,Previously,Hetero,Christian Other,7,7,1,4,7,1,7,1,1,1,1
518,17,Never,Hetero,Agnostic,1,6,5,7,5,7,1,4,4,4,4
519,37,Previously,Bi,Christian Other,6,3,6,5,6,6,2,2,2,3,3
520,22,Never,Bi,Atheist,1,6,5,7,5,5,2,2,2,2,4
521,21,Never,Hetero,Atheist,6,6,3,5,5,5,5,1,1,1,1
522,21,Never,Hetero,Agnostic,5,2,3,5,3,3,6,1,2,2,2
523,24,Never,Bi,Agnostic,4,5,6,7,7,5,2,3,4,2,3
524,16,Never,Bi,Atheist,5,4,7,4,7,5,3,4,3,4,4
525,17,Never,Hetero,Agnostic,1,1,7,1,1,1,1,2,2,2,4
526,19,Never,Homo,Atheist,1,7,7,7,5,6,3,3,2,4,2
527,14,Never,Hetero,Atheist,3,6,6,6,3,1,5,1,2,2,2
528,55,Previously,Hetero,Atheist,2,6,2,6,7,2,5,1,2,2,2
529,15,Never,Homo,Atheist,2,6,6,5,3,1,3,3,1,1,1
530,15,Second,Hetero,Agnostic,1,3,5,7,5,1,3,3,2,2,3
531,22,Never,Hetero,Agnostic,4,4,5,5,6,5,3,3,3,2,3
532,14,Never,Bi,Atheist,1,6,7,6,3,7,2,4,2,1,4
533,18,Never,New Types,Christian Other,1,1,1,1,1,1,1,3,3,1,4
534,15,Never,New Types,Christian Other,3,5,7,4,2,3,4,1,1,1,1
535,18,Never,Bi,Agnostic,1,3,6,6,5,3,3,4,2,4,3
536,26,Never,Hetero,Protestant,2,5,5,7,7,5,5,2,2,3,3
537,23,Never,New Types,Muslim,1,5,5,4,6,5,1,4,4,4,4
538,29,Married,Hetero,Christian Other,3,3,6,7,6,7,1,2,3,4,2
539,18,Never,Hetero,Muslim,5,5,5,7,7,3,4,4,3,4,4
540,31,Never,Hetero,Other,2,5,5,7,6,7,4,2,2,3,3
541,28,Never,Hetero,Agnostic,7,3,6,1,7,6,2,4,3,4,4
542,23,Never,New Types,Atheist,1,5,2,6,3,1,2,2,3,4,4
543,22,Never,Hetero,Christian,5,6,7,4,5,5,1,2,2,4,3
544,29,Never,Bi,Agnostic,2,5,6,6,4,6,4,3,1,3,2
545,26,Never,Hetero,Hindu,3,4,4,6,4,2,5,3,2,2,2
546,33,Never,Homo,Agnostic,7,6,3,1,3,2,6,2,2,4,2
547,15,Never,Bi,Christian Other,1,1,7,7,4,7,1,4,4,4,4
548,16,Never,Hetero,Atheist,4,4,5,3,1,7,3,1,2,2,3
549,17,Never,Hetero,Agnostic,7,5,5,6,7,7,4,1,2,4,4
550,17,Never,Bi,Agnostic,2,6,5,1,5,2,2,2,1,2,2
551,19,Never,Bi,Agnostic,5,3,6,5,6,6,3,4,2,2,4
552,18,Never,Hetero,Atheist,6,6,7,2,6,3,3,2,2,4,2
553,15,Never,Hetero,Other,1,3,7,7,7,7,1,4,4,4,4
554,17,Never,Hetero,Agnostic,6,6,5,1,6,7,3,3,2,2,2
555,17,Never,Hetero,Protestant,4,5,6,5,4,7,3,4,2,3,2
556,17,Never,Hetero,Agnostic,2,1,3,5,4,7,6,2,1,3,1
557,17,Never,Hetero,Atheist,3,4,6,5,2,3,2,3,2,2,4
558,35,Never,Hetero,Agnostic,5,7,7,7,5,5,6,4,4,4,4
559,16,Never,Hetero,Atheist,2,2,7,5,4,6,3,4,4,4,4
560,20,Never,Hetero,Atheist,5,5,5,6,5,7,5,4,2,3,3
561,16,Never,Hetero,Atheist,4,4,5,7,7,7,2,2,2,2,4
562,24,Never,Hetero,Protestant,1,6,3,7,7,2,4,2,4,2,4
563,17,Never,Bi,Muslim,6,4,6,6,3,2,4,2,3,4,4
564,40,Never,Hetero,Other,7,7,2,5,7,2,7,1,1,3,1
565,14,Never,Asexual,Atheist,1,5,7,7,2,7,4,4,4,4,4
566,17,Never,Hetero,Christian,4,6,2,7,5,1,4,2,1,3,2
567,46,Never,Hetero,Other,1,1,7,7,7,7,1,2,4,3,4
568,22,Never,Asexual,Muslim,5,7,7,5,5,7,7,4,4,2,4
569,63,Previously,Hetero,Buddhist,1,7,3,6,7,1,4,2,2,1,3
570,20,Never,Hetero,Muslim,2,6,1,6,2,5,7,1,2,3,3
571,18,Never,Bi,Atheist,3,4,5,5,4,5,2,3,2,3,3
572,20,Never,New Types,Agnostic,3,1,7,4,3,7,1,2,4,3,4
573,43,Married,Hetero,Atheist,5,3,2,3,6,5,6,1,2,1,2
574,22,Never,Hetero,Atheist,6,6,5,5,7,5,3,2,4,4,4
575,21,Never,New Types,Other,1,5,7,5,5,4,2,3,4,4,4
576,17,Never,Bi,Agnostic,3,6,6,7,7,3,2,3,1,3,3
577,17,Never,New Types,Protestant,2,4,7,3,6,5,1,3,2,4,3
578,28,Married,Hetero,Agnostic,5,6,6,5,5,2,5,2,1,3,1
579,17,Never,Hetero,Atheist,1,2,6,6,5,3,5,2,2,2,3
580,29,Married,Bi,Muslim,6,7,5,3,2,4,5,2,2,3,3
581,22,Never,Hetero,Atheist,1,3,6,7,1,2,1,3,2,4,4
582,19,Never,Homo,Atheist,2,3,6,7,7,5,2,2,1,3,1
583,20,Never,Bi,Christian,1,2,7,6,3,5,3,4,2,4,4
584,19,Never,Bi,Agnostic,3,4,6,7,4,1,1,4,4,4,4
585,19,Never,Homo,Agnostic,1,5,7,7,5,1,1,4,2,4,4
586,16,Never,Bi,Christian Other,1,1,7,7,2,4,1,4,4,4,4
587,39,Never,Hetero,Buddhist,4,6,3,3,6,1,4,1,3,2,4
588,21,Never,Hetero,Muslim,5,6,6,7,6,7,5,1,1,2,1
589,46,Married,Bi,Agnostic,2,7,6,7,1,1,4,3,2,3,2
590,19,Never,Hetero,Muslim,6,6,4,4,6,5,5,2,1,1,1
591,21,Never,Hetero,Christian Other,6,7,6,6,5,2,3,2,2,3,2
592,19,Never,Hetero,Christian Other,6,1,5,5,6,7,1,3,4,1,3
593,21,Never,Hetero,Muslim,4,2,6,5,3,5,2,3,4,3,4
594,44,Never,Hetero,Atheist,2,6,6,7,6,2,3,3,2,2,2
595,19,Never,Homo,Other,6,7,7,6,7,5,3,2,1,2,3
596,38,Married,Hetero,Atheist,2,7,7,5,5,2,1,3,3,4,3
597,47,Married,Hetero,Protestant,6,7,5,1,3,7,2,1,1,4,1
598,43,Never,Hetero,Agnostic,2,5,1,5,5,1,6,2,1,1,2
599,16,Never,Hetero,Christian,2,6,7,5,5,2,2,3,4,3,4
600,23,Never,Hetero,Other,3,5,5,6,5,3,4,2,2,2,3
601,23,Never,Hetero,Other,3,6,1,4,5,6,7,1,1,1,1
602,49,Married,Hetero,Other,3,6,5,3,7,5,5,1,1,1,1
603,37,Never,Hetero,Atheist,1,4,7,6,5,4,2,2,4,4,4
604,24,Never,Hetero,Hindu,4,6,4,6,6,5,4,2,3,3,3
605,18,Never,Homo,Agnostic,7,4,2,4,4,4,4,2,4,2,4
606,38,Married,Hetero,Other,2,6,5,7,5,1,6,2,2,2,1
607,23,Never,Hetero,Atheist,5,6,5,3,5,2,1,2,3,4,4
608,26,Married,Hetero,Christian Other,1,3,5,7,5,7,3,4,2,1,3
609,16,Never,Asexual,Christian,1,4,5,6,4,5,4,2,2,2,3
610,20,Never,New Types,Atheist,3,6,7,4,5,3,3,2,1,3,2
611,19,Never,Hetero,Atheist,6,6,6,4,7,5,4,2,2,1,3
612,20,Never,Hetero,Agnostic,5,4,2,7,4,6,5,3,2,3,2
613,22,Never,Hetero,Atheist,4,2,4,4,4,7,5,2,2,2,2
614,20,Never,Hetero,Christian,2,3,6,7,5,2,2,2,1,2,2
615,47,Married,Hetero,Christian Other,7,6,5,3,7,3,2,3,2,2,2
616,22,Never,Bi,Other,5,6,7,4,7,5,1,3,1,4,4
617,22,Never,Hetero,Christian,7,3,7,3,7,6,4,3,2,4,4
618,20,Never,Hetero,Atheist,1,3,7,6,4,1,1,2,4,2,4
619,23,Never,Hetero,Agnostic,6,3,6,5,6,7,1,4,4,4,4
620,20,Never,Hetero,Agnostic,2,7,1,5,7,6,7,1,1,2,2
621,19,Never,Hetero,Agnostic,2,6,4,5,2,1,3,3,2,1,3
622,16,Never,Bi,Christian,5,3,6,3,5,5,3,2,3,2,4
623,20,Never,Hetero,Other,1,6,3,7,7,6,4,1,3,1,2
624,20,Never,Hetero,Agnostic,2,2,4,4,7,4,3,1,3,2,2
625,38,Married,Hetero,Other,1,2,4,6,2,4,3,2,3,2,3
626,23,Never,Hetero,Protestant,6,5,5,1,6,4,2,3,3,3,2
627,37,Married,Hetero,Christian,2,5,6,6,7,5,3,3,1,3,1
628,17,Never,Hetero,Christian Other,5,1,1,3,1,7,7,1,1,1,1
629,19,Never,Bi,Agnostic,2,6,6,7,1,2,3,2,3,4,3
630,24,Married,Hetero,Christian Other,2,7,5,7,6,1,5,1,1,1,1
631,15,Never,New Types,Atheist,4,6,5,5,5,3,4,2,1,2,3
632,19,Never,Bi,Agnostic,4,2,6,5,5,6,2,4,4,4,4
633,17,Never,Bi,Atheist,5,3,5,6,6,5,3,4,3,4,4
634,17,Never,Bi,Atheist,1,4,6,6,6,6,3,2,1,1,2
635,31,Never,Asexual,Agnostic,1,6,5,7,6,5,5,2,1,2,1
636,26,Never,Hetero,Christian,5,2,5,2,6,5,1,2,2,2,2
637,28,Married,Bi,Atheist,3,6,3,7,5,3,3,2,2,3,2
638,19,Never,Hetero,Christian Other,2,5,6,4,6,6,2,4,3,4,4
639,26,Never,Bi,Protestant,2,2,2,6,3,6,6,2,3,1,2
640,40,Never,Hetero,Protestant,1,7,2,4,7,2,6,1,1,2,2
641,49,Married,Hetero,Agnostic,2,6,6,3,4,5,2,3,3,3,3
642,21,Never,Hetero,Christian Other,3,7,3,3,1,1,7,1,1,1,1
643,22,Married,Hetero,Christian Other,3,1,5,2,6,5,1,4,1,1,1
644,22,Married,Hetero,Christian,3,6,7,3,5,5,3,3,1,4,3
645,16,Never,Hetero,Muslim,1,3,6,7,7,5,4,3,1,4,1
646,47,Never,Hetero,Agnostic,1,1,7,7,2,7,4,2,2,2,3
647,21,Never,Hetero,Agnostic,5,7,4,6,7,2,5,2,1,2,2
648,28,Married,Hetero,Atheist,2,6,1,6,2,2,6,1,1,2,2
649,21,Never,Hetero,Christian,2,4,1,7,5,6,5,2,1,2,2
650,20,Never,Hetero,Christian,5,7,1,6,6,7,7,1,1,1,1
651,18,Never,Hetero,Atheist,5,6,7,5,5,6,4,3,2,4,2
652,20,Never,Hetero,Agnostic,5,3,6,2,6,7,1,3,2,3,4
653,21,Never,Bi,Agnostic,7,1,6,5,6,6,2,3,1,2,3
654,18,Never,Asexual,Jewish,5,6,1,5,3,5,5,1,1,2,1
655,17,Never,Hetero,Christian Other,2,5,7,6,4,5,1,4,4,4,4
656,16,Never,Bi,Atheist,5,7,2,6,3,6,2,3,4,2,4
657,16,Never,Hetero,Agnostic,2,2,6,5,5,4,2,2,3,3,3
658,20,Never,Hetero,Agnostic,6,1,6,4,6,6,3,4,2,3,2
659,20,Never,Hetero,Agnostic,6,5,2,4,3,2,7,1,2,1,1
660,48,Married,Hetero,Christian,4,7,5,1,5,3,6,1,1,1,1
661,17,Never,Bi,Agnostic,5,5,6,6,3,6,3,4,4,4,4
662,16,Never,Hetero,Atheist,3,6,2,6,6,4,5,3,2,3,2
663,16,Never,Hetero,Atheist,4,6,5,7,3,5,6,2,1,2,1
664,22,Never,New Types,Other,5,5,5,6,7,6,7,2,1,1,1
665,14,Never,Hetero,Atheist,5,5,7,3,1,7,3,3,2,3,4
666,17,Never,Bi,Agnostic,5,6,6,6,6,3,2,3,1,2,2
667,20,Never,Hetero,Christian,5,3,2,6,3,5,3,2,1,2,3
668,20,Never,Hetero,Agnostic,5,5,2,5,5,3,6,1,1,1,1
669,18,Never,Hetero,Agnostic,3,1,6,3,5,6,3,4,4,4,4
670,18,Never,Hetero,Christian Other,7,7,7,7,5,1,1,4,4,3,4
671,19,Never,Hetero,Atheist,1,4,7,7,6,5,1,4,3,4,4
672,19,Never,Bi,Other,2,3,5,7,7,5,3,2,3,3,3
673,22,Never,Hetero,Agnostic,2,7,6,6,7,3,6,2,2,1,1
674,36,Married,New Types,Atheist,3,6,6,5,1,3,1,2,1,2,2
675,16,Never,Hetero,Atheist,1,7,5,7,4,4,4,3,3,1,3
676,17,Never,Hetero,Atheist,1,6,7,6,5,5,2,4,3,4,3
677,17,Never,Bi,Other,1,4,7,7,4,5,1,4,4,4,4
678,16,Never,Hetero,Atheist,2,4,7,4,5,7,4,1,2,1,3
679,56,Previously,Hetero,Protestant,6,6,1,2,4,2,5,2,2,1,2
680,19,Never,Hetero,Atheist,3,6,5,6,4,6,4,1,1,1,2
681,19,Never,Hetero,Atheist,3,5,7,4,7,3,1,3,4,4,4
682,17,Never,Hetero,Atheist,6,6,2,6,7,5,3,2,2,3,2
683,17,Never,Asexual,Atheist,2,3,6,7,6,5,4,4,4,2,4
684,27,Never,Bi,Atheist,5,4,7,7,5,7,6,2,2,4,4
685,16,Never,Hetero,Atheist,2,6,6,5,2,3,5,2,1,2,1
686,17,Never,Hetero,Muslim,2,6,6,6,3,2,5,3,2,3,2
687,17,Never,Bi,Atheist,1,5,7,6,5,5,4,2,3,3,3
688,17,Never,Hetero,Christian Other,6,6,1,2,7,4,6,2,1,1,1
689,23,Never,Hetero,Christian Other,2,6,4,6,4,2,4,2,2,2,2
690,22,Never,Asexual,Hindu,7,5,2,6,7,5,4,2,1,1,2
691,35,Never,Hetero,Christian Other,7,6,5,6,6,5,5,3,2,4,2
692,38,Married,Bi,Christian Other,6,5,7,3,7,3,3,3,2,3,3
693,18,Never,Hetero,Other,2,2,3,6,5,4,5,1,2,1,3
694,18,Never,Hetero,Atheist,3,3,6,2,4,6,2,4,1,3,4
695,26,Never,Asexual,Agnostic,2,5,5,5,4,2,2,2,2,2,4
696,18,Never,Hetero,Agnostic,5,6,6,7,7,1,5,1,4,4,4
697,58,Previously,Hetero,Christian Other,1,7,2,7,7,1,3,1,1,2,2
698,47,Never,Hetero,Atheist,1,6,2,7,6,5,4,1,4,3,3
699,17,Never,Hetero,Agnostic,5,6,2,2,6,7,5,4,2,1,4
700,18,Never,Hetero,Atheist,1,1,7,6,1,6,1,4,4,4,4
701,15,Never,New Types,Atheist,1,5,7,6,4,4,3,2,3,2,3
702,32,Married,Hetero,Atheist,5,6,6,5,7,4,1,4,1,4,2
703,18,Never,New Types,Agnostic,1,5,6,5,3,3,3,3,2,3,4
704,59,Married,Hetero,Protestant,5,3,6,6,6,5,1,2,3,2,3
705,38,Previously,Hetero,Agnostic,2,4,7,5,6,6,1,2,2,2,3
706,20,Married,Hetero,Christian,5,4,6,5,7,5,3,4,1,3,2
707,15,Never,Hetero,Agnostic,3,2,7,6,5,7,1,4,4,4,4
708,24,Never,Bi,Atheist,2,7,6,7,4,1,2,3,2,3,2
709,17,Never,Homo,Atheist,4,2,6,6,5,5,3,1,2,3,2
